Date;AAPL;AMZN;BA;BAC;BRK-B;CSCO;CVX;FB;GOOG;HD;INTC;JNJ;JPM;MA;MRK;MSFT;PFE;PG;T;UNH;V;VZ;WFC;WMT;XOM;RUI
14/01/2015;109.800003;293.269989;130.380005;16.040001;147.820007;27.920000;103.900002;76.279999;499.498627;102.639999;36.349998;104.000000;56.810001;83.459999;62.639999;45.959999;32.480000;89.989998;33.330002;103.330002;63.889999;46.970001;51.250000;86.610001;89.739998;1118.859985
15/01/2015;106.820000;286.950012;130.139999;15.200000;147.580002;27.410000;102.669998;74.050003;500.416107;101.010002;36.189999;102.489998;54.990002;82.250000;61.880001;45.480000;32.400002;89.860001;33.259998;104.459999;63.282501;47.099998;50.720001;87.379997;88.959999;1108.319946
16/01/2015;105.989998;290.739990;130.779999;15.380000;149.210007;27.680000;105.120003;75.180000;506.688873;104.120003;36.450001;104.040001;55.930000;83.800003;63.029999;46.240002;32.799999;91.250000;33.799999;105.769997;63.737499;47.990002;51.639999;86.769997;91.120003;1123.109985
20/01/2015;108.720001;289.440002;131.220001;15.260000;148.630005;28.070000;106.470001;76.239998;505.512115;103.250000;36.090000;101.290001;55.709999;84.260002;62.610001;46.389999;33.099998;91.190002;33.950001;105.620003;64.209999;48.180000;52.000000;86.690002;91.089996;1124.479980
21/01/2015;109.550003;297.250000;132.410004;15.410000;147.179993;27.840000;108.160004;76.739998;516.621643;103.529999;36.480000;101.900002;55.889999;83.720001;62.160000;45.919998;32.639999;90.730003;34.000000;109.320000;64.320000;48.250000;52.099998;86.639999;91.870003;1130.000000
22/01/2015;112.400002;310.320007;135.639999;16.090000;150.149994;28.500000;108.919998;77.650002;532.926819;106.070000;36.910000;103.760002;57.590000;84.379997;62.590000;47.130001;32.810001;91.620003;33.790001;113.849998;64.400002;47.799999;53.770000;88.300003;92.870003;1147.530029
23/01/2015;112.980003;312.390015;134.619995;15.730000;149.119995;28.209999;106.849998;77.830002;538.471619;105.370003;36.450001;102.199997;56.680000;84.389999;62.490002;47.180000;32.450001;90.080002;33.369999;112.000000;64.572502;47.150002;53.259998;88.510002;90.889999;1141.670044
26/01/2015;113.099998;309.660004;134.070007;15.850000;149.699997;27.969999;108.879997;77.500000;533.744629;106.360001;35.810001;102.260002;56.770000;83.599998;62.820000;47.009998;32.799999;89.580002;33.180000;111.610001;64.132500;46.959999;53.580002;88.629997;91.760002;1145.900024
27/01/2015;109.139999;306.750000;132.479996;15.630000;147.649994;26.900000;108.260002;75.779999;517.210022;105.160004;34.189999;102.089996;56.200001;81.769997;62.560001;42.660000;32.599998;86.489998;32.810001;110.010002;62.747501;46.349998;52.970001;87.529999;90.949997;1131.469971
28/01/2015;115.309998;303.910004;139.639999;15.200000;144.779999;26.809999;103.709999;76.239998;508.603638;104.739998;33.779999;101.480003;54.750000;80.739998;61.450001;41.189999;31.950001;85.150002;32.680000;108.459999;61.590000;46.049999;52.160000;86.820000;87.949997;1116.109985
29/01/2015;118.900002;311.779999;147.779999;15.430000;146.289993;27.219999;103.000000;78.000000;509.261810;107.620003;34.209999;102.379997;55.669998;81.379997;62.090000;42.009998;31.830000;85.669998;32.959999;109.389999;62.000000;46.110001;52.759998;87.720001;87.580002;1126.390015
30/01/2015;117.160004;354.529999;145.369995;15.150000;143.910004;26.370001;102.529999;75.910004;533.056519;104.419998;33.040001;100.139999;54.380001;82.029999;60.279999;40.400002;31.250000;84.290001;32.919998;106.250000;63.727501;45.709999;51.919998;84.980003;87.419998;1111.849976
02/02/2015;118.629997;364.470001;146.259995;15.460000;146.729996;26.830000;106.059998;74.989998;527.033020;104.430000;33.650002;100.830002;55.470001;82.980003;60.880001;41.279999;31.650000;85.120003;33.560001;107.290001;63.834999;46.980000;52.810001;85.709999;89.580002;1125.619995
03/02/2015;118.650002;363.549988;147.339996;15.890000;148.289993;27.120001;109.529999;75.400002;527.790955;107.239998;33.700001;102.459999;56.720001;83.809998;61.020000;41.599998;32.020000;85.949997;34.340000;107.809998;64.947502;47.830002;53.450001;86.190002;92.250000;1142.020020
04/02/2015;119.559998;364.750000;147.220001;15.790000;147.529999;26.690001;108.349998;75.629997;521.328674;108.410004;33.599998;101.360001;56.380001;84.180000;59.049999;41.840000;32.070000;85.790001;34.410000;107.919998;66.222504;47.799999;53.029999;86.650002;91.459999;1137.589966
05/02/2015;119.940002;373.890015;148.600006;15.970000;149.669998;27.260000;109.309998;75.610001;526.135498;108.989998;33.939999;102.459999;56.770000;85.820000;59.169998;42.450001;32.990002;86.699997;34.540001;108.820000;67.949997;47.860001;53.669998;87.279999;92.360001;1149.530029
06/02/2015;118.930000;374.279999;148.000000;16.490000;150.179993;27.240000;109.610001;74.470001;529.546143;109.040001;33.299999;101.099998;57.889999;84.160004;58.790001;42.410000;33.169998;85.610001;34.869999;107.599998;66.855003;49.330002;54.450001;87.330002;91.500000;1145.660034
09/02/2015;119.720001;370.559998;147.580002;16.350000;149.130005;27.120001;110.430000;74.440002;526.384827;108.339996;32.930000;99.779999;57.820000;84.589996;58.330002;42.360001;33.070000;85.050003;34.639999;106.489998;66.364998;49.090000;54.209999;85.910004;91.559998;1140.579956
10/02/2015;122.019997;373.000000;148.039993;16.420000;149.919998;27.490000;110.180000;75.190002;535.469849;110.669998;33.700001;100.349998;58.459999;84.230003;58.849998;42.599998;34.150002;85.389999;34.849998;108.970001;66.137497;49.509998;54.570000;87.290001;91.010002;1152.479980
11/02/2015;124.879997;375.140015;147.919998;16.360001;149.679993;26.930000;109.980003;76.510002;534.502502;110.309998;33.549999;100.379997;58.369999;84.459999;58.740002;42.380001;34.250000;85.639999;34.389999;109.849998;66.497498;49.810001;53.900002;86.339996;90.599998;1152.589966
12/02/2015;126.459999;377.170013;148.089996;16.670000;149.789993;29.459999;110.860001;76.230003;541.443481;112.160004;34.130001;98.440002;59.570000;87.519997;58.880001;43.090000;34.869999;86.029999;34.610001;109.839996;67.727501;49.520000;54.860001;85.889999;92.370003;1163.829956
13/02/2015;127.080002;381.829987;149.729996;16.610001;148.339996;29.430000;112.779999;75.739998;547.506836;111.889999;34.360001;99.620003;59.669998;87.139999;58.810001;43.869999;34.639999;85.900002;34.660000;109.440002;67.407501;49.310001;55.330002;85.809998;93.370003;1168.890015
17/02/2015;127.830002;375.429993;149.919998;16.629999;149.169998;29.309999;112.400002;75.599998;541.353699;112.000000;34.740002;100.440002;60.099998;87.519997;58.790001;43.580002;34.580002;85.489998;34.709999;109.760002;67.717499;49.180000;55.369999;85.959999;93.050003;1170.609985
18/02/2015;128.720001;373.369995;151.169998;16.299999;148.669998;29.490000;110.440002;76.709999;538.222290;111.989998;34.270000;99.959999;59.369999;87.730003;58.799999;43.529999;34.480000;86.260002;34.490002;109.769997;67.279999;48.939999;54.520000;86.290001;91.010002;1170.949951
19/02/2015;128.449997;379.000000;153.750000;16.209999;147.479996;29.309999;108.349998;79.419998;541.383606;110.940002;34.209999;100.699997;59.230000;89.199997;58.299999;43.500000;34.410000;85.209999;34.090000;110.029999;67.275002;48.910000;54.560001;83.519997;89.440002;1169.819946
20/02/2015;129.500000;383.660004;158.309998;16.379999;148.720001;29.610001;108.599998;79.900002;537.474365;112.239998;34.410000;100.260002;59.799999;90.790001;58.349998;43.860001;34.560001;84.870003;34.080002;112.620003;68.250000;48.970001;54.830002;84.300003;89.919998;1177.229980
23/02/2015;133.000000;380.140015;154.740005;16.200001;147.369995;29.629999;107.860001;78.839996;530.453613;112.279999;33.759998;100.180000;59.349998;91.120003;58.299999;44.150002;34.389999;85.389999;33.849998;116.400002;68.252502;48.770000;55.099998;84.599998;89.010002;1176.790039
24/02/2015;132.169998;378.589996;154.380005;16.379999;148.949997;29.629999;107.959999;78.449997;534.622192;116.750000;34.410000;100.699997;60.820000;91.320000;58.360001;44.090000;34.340000;85.500000;34.049999;115.430000;68.117500;49.220001;55.369999;84.570000;89.419998;1179.660034
25/02/2015;128.789993;385.369995;153.009995;16.490000;148.779999;29.490000;108.580002;79.559998;542.380920;116.309998;33.950001;101.209999;61.139999;92.669998;58.490002;43.990002;34.660000;85.459999;34.209999;114.050003;68.252502;49.200001;55.330002;83.570000;89.599998;1179.180054
26/02/2015;130.419998;384.799988;151.729996;16.040001;148.339996;29.910000;107.059998;80.410004;553.959106;115.379997;33.650002;102.800003;61.580002;91.260002;58.959999;44.060001;34.590000;85.169998;34.500000;113.660004;68.437500;49.369999;55.150002;83.800003;88.650002;1177.239990
27/02/2015;128.460007;380.160004;150.850006;15.810000;147.410004;29.510000;106.680000;78.970001;556.871094;114.750000;33.250000;102.510002;61.279999;90.129997;58.540001;43.849998;34.320000;85.129997;34.560001;113.629997;67.827499;49.450001;54.790001;83.930000;88.540001;1173.459961
02/03/2015;129.089996;385.660004;153.800003;16.010000;147.080002;30.190001;105.900002;79.750000;569.775696;116.120003;34.060001;103.220001;61.770000;92.019997;58.580002;43.880001;34.770000;85.410004;34.639999;114.400002;69.572502;49.470001;55.549999;83.959999;88.040001;1180.790039
03/03/2015;129.360001;384.609985;155.570007;16.040001;145.929993;29.540001;105.160004;79.599998;572.069397;116.070000;34.099998;102.339996;61.970001;90.970001;58.340000;43.279999;34.560001;85.160004;34.410000;112.860001;68.824997;49.549999;55.450001;83.370003;87.620003;1175.739990
04/03/2015;128.539993;382.720001;154.350006;15.840000;144.919998;29.330000;105.160004;80.900002;571.800110;114.760002;34.119999;101.650002;62.130001;91.709999;57.880001;43.060001;34.639999;84.349998;34.000000;113.820000;68.437500;49.070000;54.820000;82.580002;87.180000;1170.489990
05/03/2015;126.410004;387.829987;154.470001;16.000000;146.059998;29.299999;104.730003;81.209999;573.754761;115.910004;33.730000;102.519997;62.000000;92.809998;57.980000;43.110001;34.470001;84.629997;34.000000;114.790001;68.532501;48.919998;54.840000;83.570000;86.739998;1172.099976
06/03/2015;126.599998;380.089996;153.119995;16.219999;145.279999;28.930000;103.550003;80.010002;566.130676;114.449997;33.189999;100.110001;60.889999;90.790001;56.840000;42.360001;33.970001;82.660004;33.480000;112.879997;67.334999;48.290001;54.590000;82.589996;85.629997;1155.760010
09/03/2015;127.139999;378.559998;154.750000;16.170000;146.130005;29.360001;103.949997;79.440002;567.292480;115.250000;32.720001;100.660004;61.500000;91.120003;57.259998;42.849998;34.029999;83.089996;33.349998;114.900002;67.855003;48.230000;54.669998;82.879997;85.160004;1160.119995
10/03/2015;124.510002;369.510010;152.419998;15.790000;143.190002;28.660000;102.910004;77.550003;553.490417;112.559998;31.700001;99.529999;59.959999;88.839996;56.580002;42.029999;33.779999;81.540001;32.779999;112.459999;66.300003;47.509998;53.290001;82.070000;84.260002;1141.060059
11/03/2015;122.239998;366.369995;151.169998;16.110001;143.440002;28.260000;103.540001;77.570000;549.670898;113.070000;32.330002;98.320000;60.240002;86.970001;56.060001;41.980000;33.630001;81.389999;32.619999;112.720001;66.187500;47.680000;53.700001;80.690002;84.019997;1139.939941
12/03/2015;124.449997;374.239990;152.039993;16.090000;145.669998;28.240000;102.419998;78.930000;553.989014;116.099998;30.799999;99.830002;61.369999;89.250000;56.169998;41.020000;34.000000;82.089996;33.130001;114.879997;67.394997;48.730000;55.590000;81.900002;84.220001;1154.130005
13/03/2015;123.589996;370.579987;151.570007;16.090000;143.970001;27.940001;101.620003;78.050003;545.821472;114.820000;30.930000;99.209999;61.000000;87.750000;56.200001;41.380001;34.000000;81.830002;32.759998;115.250000;66.257500;48.840000;55.340000;81.900002;83.870003;1147.349976
16/03/2015;124.949997;373.350006;153.669998;16.129999;145.979996;28.299999;103.129997;78.070000;552.991760;116.500000;30.830000;101.059998;61.849998;88.709999;57.119999;41.560001;34.439999;83.559998;33.060001;118.519997;67.254997;49.270000;55.730000;83.290001;84.760002;1162.359985
17/03/2015;127.040001;371.920013;154.509995;16.090000;144.750000;28.150000;103.169998;79.360001;549.331787;115.580002;30.590000;99.889999;61.610001;87.970001;56.470001;41.700001;34.169998;82.849998;32.900002;117.599998;66.125000;48.950001;55.910000;82.620003;84.080002;1159.369995
18/03/2015;128.470001;375.140015;155.729996;15.980000;146.000000;28.150000;106.699997;80.910004;557.968079;116.080002;30.889999;101.459999;61.750000;88.879997;57.650002;42.500000;34.380001;83.750000;33.590000;119.959999;66.917503;49.540001;56.169998;82.529999;86.070000;1173.189941
19/03/2015;127.500000;373.239990;154.110001;15.610000;144.880005;28.260000;104.750000;82.750000;556.462219;115.160004;30.740000;101.690002;61.200001;89.019997;58.209999;42.290001;34.150002;83.379997;33.200001;120.760002;66.809998;49.299999;55.509998;81.519997;84.410004;1167.979980
20/03/2015;125.900002;378.489990;154.500000;15.840000;145.529999;28.440001;107.029999;83.800003;558.825745;117.489998;31.309999;102.400002;61.750000;89.820000;58.580002;42.880001;34.250000;84.739998;33.230000;119.139999;67.410004;49.560001;56.009998;83.239998;84.540001;1178.300049
23/03/2015;127.209999;375.109985;152.809998;15.720000;145.559998;28.410000;105.919998;84.430000;557.279968;116.070000;31.200001;102.980003;61.139999;89.330002;58.730000;42.860001;35.049999;84.860001;33.279999;119.040001;67.080002;49.639999;55.779999;83.309998;85.430000;1176.060059
24/03/2015;126.690002;374.089996;151.649994;15.610000;144.289993;28.000000;104.199997;85.309998;568.628845;116.150002;30.790001;101.959999;60.459999;89.489998;58.630001;42.900002;34.520000;83.919998;33.070000;118.120003;67.099998;49.410000;55.349998;83.050003;84.519997;1169.150024
25/03/2015;123.379997;370.959991;148.229996;15.410000;143.559998;27.459999;105.669998;82.919998;557.255066;113.680000;29.889999;100.339996;59.610001;87.370003;58.259998;41.459999;34.299999;83.010002;32.619999;116.540001;65.730003;48.730000;54.540001;81.320000;84.860001;1151.869995
26/03/2015;124.239998;367.350006;148.169998;15.420000;143.029999;27.090000;105.250000;83.010002;553.649963;112.370003;30.080000;100.139999;59.540001;87.930000;57.599998;41.209999;34.160000;82.150002;32.820000;116.250000;65.589996;48.419998;54.500000;81.889999;84.320000;1149.229980
27/03/2015;123.250000;370.559998;148.850006;15.310000;143.889999;27.129999;104.279999;83.300003;546.838684;113.860001;32.000000;100.339996;59.549999;87.250000;57.750000;40.970001;34.529999;82.309998;32.750000;118.010002;65.540001;48.560001;54.119999;81.349998;83.580002;1152.449951
30/03/2015;126.370003;374.589996;152.699997;15.520000;145.979996;27.650000;106.900002;83.199997;550.518555;114.629997;31.459999;101.550003;60.959999;87.669998;58.340000;40.959999;35.000000;82.720001;32.970001;121.000000;65.660004;49.119999;54.770000;82.529999;85.629997;1166.599976
31/03/2015;124.430000;372.100006;150.080002;15.390000;144.320007;27.530001;104.980003;82.220001;546.499573;113.610001;31.270000;100.599998;60.580002;86.389999;57.480000;40.660000;34.790001;81.940002;32.650002;118.290001;65.410004;48.630001;54.400002;82.250000;85.000000;1156.949951
01/04/2015;124.250000;370.260010;148.639999;15.410000;143.449997;27.250000;104.790001;81.669998;541.074463;113.129997;30.809999;99.150002;59.950001;86.739998;56.860001;40.720001;34.330002;82.320000;32.889999;117.449997;65.180000;48.919998;53.939999;80.709999;84.459999;1152.329956
02/04/2015;125.320000;372.250000;149.279999;15.540000;143.559998;27.129999;105.279999;81.559998;534.063721;114.540001;30.809999;99.639999;60.520000;87.029999;57.099998;40.290001;34.380001;82.430000;33.130001;117.360001;65.290001;49.470001;54.369999;80.730003;84.300003;1156.540039
06/04/2015;127.349998;377.040009;150.929993;15.510000;143.759995;27.219999;106.919998;82.440002;535.295349;114.949997;31.040001;99.160004;60.470001;87.339996;57.180000;41.549999;34.480000;83.040001;33.330002;117.699997;65.199997;49.630001;54.080002;80.989998;85.129997;1164.229980
07/04/2015;126.010002;374.410004;152.320007;15.460000;143.059998;27.389999;108.540001;82.320000;535.549622;114.300003;31.260000;100.099998;60.849998;87.919998;57.430000;41.529999;34.540001;82.389999;33.160000;117.349998;65.800003;49.270000;54.020000;80.500000;85.750000;1161.439941
08/04/2015;125.599998;381.200012;153.360001;15.610000;143.279999;27.549999;106.660004;82.279999;540.127075;115.589996;31.309999;100.160004;61.049999;89.320000;57.150002;41.419998;34.639999;82.769997;32.650002;118.190002;66.500000;49.130001;54.000000;81.029999;84.059998;1164.939941
09/04/2015;126.559998;383.540009;153.419998;15.710000;143.649994;27.629999;106.949997;82.169998;539.299377;114.570000;31.240000;101.330002;61.470001;89.059998;57.430000;41.480000;35.029999;82.889999;32.689999;118.550003;66.440002;49.009998;54.189999;80.839996;84.650002;1169.550049
10/04/2015;127.099998;382.649994;154.380005;15.720000;143.500000;28.040001;106.910004;82.040001;538.531433;115.239998;31.930000;102.059998;61.700001;88.570000;57.250000;41.720001;35.439999;83.349998;32.770000;119.000000;66.339996;49.220001;54.320000;80.650002;85.559998;1175.290039
13/04/2015;126.849998;382.359985;153.240005;15.800000;143.460007;27.980000;106.500000;83.010002;537.693787;114.440002;31.730000;100.550003;62.070000;88.250000;56.730000;41.759998;35.090000;83.430000;32.880001;119.370003;65.610001;49.040001;54.590000;80.290001;85.339996;1170.030029
14/04/2015;126.300003;385.109985;153.210007;15.820000;142.750000;27.809999;108.839996;83.519997;528.937805;114.050003;31.490000;100.519997;63.040001;89.120003;57.759998;41.650002;35.029999;83.599998;32.689999;119.919998;65.529999;49.180000;54.189999;80.150002;86.629997;1171.719971
15/04/2015;126.779999;383.450012;152.429993;15.640000;142.710007;28.250000;110.410004;82.709999;531.071960;113.449997;32.830002;100.599998;64.209999;89.250000;58.450001;42.259998;35.209999;83.510002;32.889999;117.320000;65.680000;49.389999;54.810001;79.739998;88.080002;1177.709961
16/04/2015;126.169998;386.040009;151.970001;15.790000;142.100006;28.600000;110.160004;82.309998;532.338440;113.370003;32.869999;99.790001;63.810001;88.720001;57.840000;42.160000;35.189999;83.500000;32.750000;121.599998;65.650002;49.270000;54.810001;79.239998;87.730003;1176.900024
17/04/2015;124.750000;375.559998;149.600006;15.560000;140.699997;27.920000;109.110001;80.779999;522.615173;112.099998;32.470001;99.580002;62.840000;86.930000;56.880001;41.619999;35.040001;82.529999;32.509998;118.709999;64.519997;48.900002;54.049999;77.879997;86.930000;1163.489990
20/04/2015;127.599998;389.510010;152.669998;15.570000;142.089996;28.480000;110.290001;83.089996;533.914124;112.860001;32.730000;100.209999;63.240002;87.330002;57.610001;42.910000;35.009998;82.870003;32.830002;118.580002;64.720001;49.380001;54.360001;78.139999;87.239998;1173.859985
21/04/2015;126.910004;391.179993;153.330002;15.500000;141.139999;28.690001;109.730003;83.620003;532.507996;113.169998;32.430000;100.300003;62.310001;87.769997;57.660000;42.639999;34.889999;83.080002;32.660000;119.279999;65.349998;49.169998;54.279999;78.029999;86.879997;1172.569946
22/04/2015;128.619995;389.799988;151.190002;15.740000;141.990005;28.620001;109.500000;84.629997;537.888245;112.989998;32.700001;100.430000;62.939999;91.199997;57.689999;42.990002;34.930000;83.089996;32.860001;117.809998;68.010002;49.570000;54.669998;78.430000;87.459999;1178.260010
23/04/2015;129.669998;389.989990;149.869995;15.690000;142.429993;28.680000;109.970001;82.410004;545.502319;113.959999;32.349998;100.459999;62.799999;90.879997;57.509998;43.340000;35.360001;80.949997;34.230000;118.260002;67.720001;50.049999;54.860001;79.180000;87.540001;1181.300049
24/04/2015;130.279999;445.100006;148.399994;15.640000;142.089996;28.820000;109.870003;81.529999;563.512878;113.699997;32.080002;101.080002;62.599998;90.720001;57.599998;47.869999;35.270000;81.000000;34.009998;118.690002;67.480003;50.029999;54.700001;79.839996;86.970001;1183.199951
27/04/2015;132.649994;438.559998;147.800003;15.560000;141.089996;28.889999;109.699997;81.910004;555.369995;111.389999;32.500000;100.580002;62.340000;89.750000;57.099998;48.029999;34.590000;80.599998;34.090000;116.239998;67.099998;50.080002;54.970001;79.370003;87.010002;1177.920044
28/04/2015;130.559998;429.309998;147.509995;15.650000;142.520004;29.320000;111.120003;80.680000;553.679993;110.580002;33.020000;100.739998;62.759998;90.230003;59.980000;49.160000;34.480000;80.419998;34.860001;117.589996;66.769997;50.549999;55.410000;79.099998;87.800003;1180.640015
29/04/2015;128.639999;429.369995;146.149994;15.980000;142.410004;29.049999;111.730003;80.470001;549.080017;108.709999;32.889999;100.389999;63.599998;90.250000;59.680000;49.060001;34.290001;79.849998;34.759998;113.610001;67.339996;50.470001;55.459999;77.879997;87.870003;1176.170044
30/04/2015;125.150002;421.779999;143.339996;15.930000;141.210007;28.830000;111.059998;78.769997;537.340027;106.980003;32.549999;99.199997;63.259998;90.209999;59.560001;48.639999;33.930000;79.510002;34.639999;111.400002;66.050003;50.439999;55.099998;78.050003;87.370003;1164.030029
01/05/2015;128.949997;422.869995;144.669998;16.110001;143.360001;29.129999;109.040001;78.989998;537.900024;109.550003;33.419998;100.129997;63.610001;91.250000;59.860001;48.660000;34.080002;80.290001;34.419998;113.199997;65.769997;50.410000;55.189999;78.599998;88.849998;1176.229980
04/05/2015;128.699997;423.040009;144.020004;16.440001;146.149994;29.170000;108.320000;78.809998;540.780029;110.059998;33.430000;100.349998;64.720001;91.180000;60.639999;48.240002;34.320000;80.349998;34.529999;114.559998;65.580002;50.520000;55.730000;79.180000;89.110001;1179.699951
05/05/2015;125.800003;421.190002;142.910004;16.350000;144.559998;28.889999;108.000000;77.559998;530.799988;108.059998;32.639999;99.500000;64.400002;90.779999;60.490002;47.599998;34.119999;80.070000;33.720001;113.370003;65.959999;50.090000;55.720001;78.129997;88.610001;1165.520020
06/05/2015;125.010002;419.100006;141.039993;16.290001;143.779999;28.969999;107.949997;78.099998;524.219971;108.309998;32.220001;99.169998;63.919998;90.570000;60.259998;46.279999;33.459999;80.400002;33.380001;113.489998;65.669998;49.639999;54.919998;77.650002;88.190002;1160.869995
07/05/2015;125.260002;426.880005;141.490005;16.240000;145.309998;28.809999;107.570000;78.430000;530.700012;110.040001;32.240002;99.660004;64.500000;92.050003;60.299999;46.700001;33.580002;80.199997;33.369999;114.760002;66.580002;49.730000;54.810001;78.029999;87.599998;1165.380005
08/05/2015;127.620003;433.690002;145.460007;16.450001;148.309998;29.230000;108.650002;78.510002;538.219971;112.470001;32.799999;101.470001;65.489998;93.510002;60.740002;47.750000;34.020000;80.959999;33.689999;115.680000;69.470001;50.139999;56.049999;78.529999;88.989998;1180.400024
11/05/2015;126.320000;432.850006;145.889999;16.490000;146.169998;29.209999;107.360001;78.010002;535.700012;111.900002;32.689999;101.029999;65.449997;92.519997;60.000000;47.369999;33.959999;80.269997;33.490002;114.769997;69.019997;49.799999;55.509998;78.099998;86.779999;1174.849976
12/05/2015;125.870003;431.019989;145.429993;16.430000;144.789993;29.230000;107.559998;77.459999;529.039978;112.519997;32.250000;100.470001;65.360001;92.389999;59.439999;47.349998;33.779999;79.949997;33.660000;114.639999;68.690002;49.619999;55.470001;78.959999;87.019997;1171.560059
13/05/2015;126.010002;426.869995;145.619995;16.469999;144.259995;29.350000;107.699997;78.440002;529.619995;111.190002;32.639999;100.550003;65.519997;92.519997;59.180000;47.630001;33.529999;79.699997;33.900002;115.860001;68.650002;49.730000;55.599998;78.160004;86.559998;1171.260010
14/05/2015;128.949997;432.279999;147.960007;16.520000;145.779999;29.049999;108.449997;81.370003;538.400024;111.940002;32.970001;101.830002;66.050003;93.839996;59.779999;48.720001;33.939999;80.570000;34.130001;118.529999;70.000000;49.970001;56.040001;78.720001;86.970001;1183.589966
15/05/2015;128.770004;426.000000;146.880005;16.350000;145.259995;29.549999;108.029999;80.419998;533.849976;113.349998;32.990002;102.300003;65.879997;93.220001;60.230000;48.299999;33.990002;81.050003;34.330002;119.330002;69.570000;49.790001;55.520000;79.239998;87.349998;1184.729980
18/05/2015;130.190002;425.239990;146.710007;16.510000;145.830002;29.760000;106.650002;80.879997;532.299988;114.330002;33.410000;103.419998;66.419998;93.080002;60.009998;48.009998;33.980000;80.739998;34.869999;119.800003;70.000000;49.599998;55.750000;79.919998;86.849998;1188.829956
19/05/2015;130.070007;421.709991;147.050003;16.770000;146.539993;29.740000;105.019997;80.629997;537.359985;112.339996;33.150002;103.959999;67.010002;93.800003;60.520000;47.580002;34.209999;80.830002;34.369999;120.550003;70.160004;49.549999;56.400002;76.430000;86.989998;1187.839966
20/05/2015;130.059998;423.859985;146.419998;16.740000;145.940002;29.620001;105.250000;80.550003;539.270020;112.099998;33.369999;103.599998;66.480003;93.239998;60.459999;47.580002;34.299999;80.480003;34.619999;121.239998;69.779999;49.689999;56.080002;75.900002;87.129997;1186.819946
21/05/2015;131.389999;431.630005;147.350006;16.730000;145.270004;29.430000;105.489998;80.480003;542.510010;112.010002;33.549999;102.419998;66.650002;92.900002;60.099998;47.419998;34.360001;80.410004;35.070000;120.459999;69.370003;49.900002;56.009998;76.110001;87.209999;1189.550049
22/05/2015;132.539993;427.630005;144.809998;16.750000;144.600006;29.260000;104.889999;80.540001;540.109985;112.160004;33.450001;101.349998;66.470001;92.690002;59.380001;46.900002;34.279999;79.949997;34.709999;119.589996;69.620003;49.610001;56.000000;75.860001;86.519997;1187.069946
26/05/2015;129.619995;425.470001;142.800003;16.500000;143.630005;28.950001;103.290001;79.330002;532.320007;110.930000;33.099998;100.820000;65.730003;91.889999;58.970001;46.590000;34.110001;79.139999;34.669998;118.239998;68.540001;49.419998;55.660000;74.900002;85.349998;1175.030029
27/05/2015;132.039993;431.420013;143.000000;16.740000;144.750000;29.309999;103.110001;80.550003;539.789978;112.160004;33.709999;101.129997;66.470001;92.589996;59.459999;47.610001;34.299999;79.389999;34.950001;119.449997;69.489998;49.570000;56.070000;75.190002;85.110001;1185.439941
28/05/2015;131.779999;426.570007;142.330002;16.670000;144.740005;29.350000;103.239998;80.150002;539.780029;112.190002;34.009998;101.150002;66.199997;92.820000;59.700001;47.450001;34.439999;79.330002;34.799999;119.620003;69.559998;49.540001;56.209999;74.839996;85.110001;1183.900024
29/05/2015;130.279999;429.230011;140.520004;16.500000;143.000000;29.309999;103.000000;79.190002;532.109985;111.419998;34.459999;100.139999;65.779999;92.260002;60.889999;46.860001;34.750000;78.389999;34.540001;120.209999;68.680000;49.439999;55.959999;74.269997;85.199997;1176.670044
01/06/2015;130.539993;430.920013;141.250000;16.549999;143.350006;29.180000;102.629997;80.290001;533.989990;111.669998;33.910000;100.040001;66.080002;92.559998;60.750000;47.230000;34.560001;78.849998;34.349998;119.860001;69.110001;49.220001;56.040001;74.730003;85.129997;1179.020020
02/06/2015;129.960007;430.989990;143.250000;16.719999;143.029999;29.080000;102.580002;80.440002;539.179993;111.589996;33.270000;99.980003;66.019997;93.169998;60.240002;46.919998;34.490002;78.540001;34.360001;117.750000;69.040001;49.139999;56.180000;74.529999;85.139999;1178.020020
03/06/2015;130.119995;436.589996;143.809998;16.930000;143.190002;29.090000;102.169998;82.440002;540.309998;113.160004;32.730000;100.089996;66.699997;93.500000;60.389999;46.849998;34.410000;78.559998;35.029999;118.349998;68.949997;49.080002;56.910000;74.889999;84.949997;1180.770020
04/06/2015;129.360001;430.779999;141.190002;16.780001;141.369995;28.610001;101.389999;82.050003;536.700012;111.459999;32.310001;99.230003;66.330002;92.570000;59.470001;46.360001;34.240002;78.150002;35.270000;116.650002;68.209999;48.099998;56.139999;74.150002;84.220001;1170.680054
05/06/2015;128.649994;426.950012;140.729996;17.190001;140.759995;28.580000;101.589996;82.139999;533.330017;110.370003;31.840000;98.589996;67.419998;92.620003;58.990002;46.139999;34.090000;77.430000;34.570000;116.529999;68.370003;47.230000;56.610001;73.059998;84.279999;1169.709961
08/06/2015;127.800003;423.500000;140.639999;17.080000;139.520004;28.280001;100.419998;80.669998;526.830017;109.930000;31.299999;97.959999;66.889999;91.900002;58.869999;45.730000;33.980000;77.709999;34.590000;116.910004;67.680000;47.439999;56.119999;72.610001;84.849998;1161.869995
